mcg,gvh,alm,mit,erl,pox,vac,nuc,localization_site
0.8167383670806885,0.6739523410797119,0.409682959318161,0.4289427399635315,0.5,0.0,0.5117853879928589,0.3504805862903595,ME2
0.7388677000999451,0.8056100606918335,0.43258118629455566,0.4699932932853699,0.5,0.0,0.5299999713897705,0.25,ME2
0.813465416431427,0.7682433724403381,0.261552631855011,0.3482714891433716,0.5,0.0,0.5400000214576721,0.2199999988079071,ME2
0.7066405415534973,0.6091370582580566,0.5053589940071106,0.002939042169600725,0.5,0.0,0.5315358638763428,0.2199999988079071,ME2
0.7832638621330261,0.6878821849822998,0.50111985206604,0.1986260861158371,0.5,0.0,0.054643452167510986,0.2199999988079071,ME2
0.7960367202758789,0.8190300464630127,0.34270015358924866,0.23256920278072357,0.5,0.0,0.4985905587673187,0.2199999988079071,ME2
0.8323209285736084,0.7165237665176392,0.40026047825813293,0.5207767486572266,0.5,0.0,0.46000000834465027,0.2199999988079071,ME2
0.8028382062911987,0.5630425810813904,0.37354761362075806,0.36969950795173645,0.5,0.0,0.5199999809265137,0.2199999988079071,ME2
0.7909005284309387,0.8148813843727112,0.44457077980041504,0.369199275970459,0.5,0.0,0.5299999713897705,0.2199999988079071,ME2
0.4929744303226471,0.6485780477523804,0.3893921971321106,0.17589479684829712,0.5,0.0,0.5299999713897705,0.2199999988079071,ME2
0.6076225638389587,0.5115328431129456,0.42413151264190674,0.20354127883911133,0.5,0.0,0.5199999809265137,0.2199999988079071,ME2
0.88259357213974,0.6647669076919556,0.4168371856212616,0.31249764561653137,0.5,0.0,0.5692098736763,0.27000001072883606,ME2
0.5908963084220886,0.5489659905433655,0.3872379660606384,0.17967934906482697,0.5,0.0,0.5534993410110474,0.3267146348953247,ME2
0.7748057842254639,0.8747723698616028,0.5415127873420715,0.355697900056839,0.5,0.0,0.5214722752571106,0.2199999988079071,ME2
0.6866885423660278,0.5896683931350708,0.40935951471328735,0.15155774354934692,0.5,0.0,0.5257861614227295,0.2199999988079071,ME2
0.8033220767974854,0.6594028472900391,0.3664420247077942,0.45292800664901733,0.5,0.0,0.5548176169395447,0.2199999988079071,ME2
0.8754748106002808,0.574471652507782,0.34367749094963074,0.18008802831172943,0.5,0.0,0.5,0.38195374608039856,ME2
0.9884665012359619,0.5994694828987122,0.36937546730041504,0.36833006143569946,0.5,0.0,0.543690025806427,0.2199999988079071,ME2
0.6742993593215942,0.721036434173584,0.3719688057899475,0.23146821558475494,0.5,0.0,0.550000011920929,0.2199999988079071,ME2
0.375684916973114,0.6343742609024048,0.3474437892436981,0.17445674538612366,0.5,0.0,0.5299999713897705,0.2199999988079071,ME2
0.8028402924537659,0.6916199922561646,0.49000000953674316,0.1866021454334259,0.5,0.0,0.5995637774467468,0.3100000023841858,ME2
0.9640138149261475,0.5860643982887268,0.5196775794029236,0.21342453360557556,0.5,0.0,0.47999998927116394,0.2199999988079071,ME2
0.9776265025138855,0.677176296710968,0.5099999904632568,0.2869662642478943,0.5,0.0,0.47999998927116394,0.2199999988079071,ME2
0.7783157825469971,0.51609867811203,0.3625097870826721,0.2760208249092102,0.5,0.0,0.5634071826934814,0.2199999988079071,ME2
0.6674116253852844,0.5257195830345154,0.35180068016052246,0.42847928404808044,0.5,0.0,0.5199999809265137,0.2199999988079071,ME2
0.7026738524436951,0.5950263738632202,0.3702391982078552,0.2912542521953583,0.5,0.0,0.539106011390686,0.2880821228027344,ME2
0.7424312233924866,0.546352744102478,0.30016565322875977,0.24689805507659912,0.5,0.0,0.5631517171859741,0.2199999988079071,ME2
0.7710338830947876,0.6528984904289246,0.4256591796875,0.38809865713119507,0.5,0.0,0.5199999809265137,0.2199999988079071,ME2
0.807972252368927,0.6253147125244141,0.3643430173397064,0.4437127113342285,0.5,0.0,0.5299999713897705,0.341473251581192,ME2
0.8468787670135498,0.6128553748130798,0.41684895753860474,0.21942083537578583,0.5,0.0,0.550000011920929,0.2199999988079071,ME2
0.6140322685241699,0.4958761930465698,0.42877912521362305,0.15370480716228485,0.5,0.0,0.5343913435935974,0.2199999988079071,ME2
0.7310969829559326,0.5934033989906311,0.40738245844841003,0.19462166726589203,0.5,0.0,0.573112428188324,0.2199999988079071,ME2
0.7670860290527344,0.5922222137451172,0.3408133387565613,0.2401832491159439,0.5,0.0,0.5667292475700378,0.27000001072883606,ME2
0.6621145606040955,0.6761490106582642,0.37878501415252686,0.2539486289024353,0.5,0.0,0.5453140139579773,0.2199999988079071,ME2
