epoch,beta,lr,train_total_loss,train_recon_loss,train_mse_loss,train_ce_loss,train_kl_loss,train_contrast_loss,train_separation_loss,train_acc,train_proto_dist,train_intra_var_class_0,train_intra_var_class_1,train_intra_var_total,train_intra_var_weighted,val_total_loss,val_recon_loss,val_mse_loss,val_ce_loss,val_kl_loss,val_contrast_loss,val_separation_loss,val_acc,val_proto_dist,val_intra_var_class_0,val_intra_var_class_1,val_intra_var_total,val_intra_var_weighted
0,0.01,0.003,3.6416129678503006,1.061950638882652,1.061950638882652,0.0,0.055214131265254304,7.915487035294242,1.022319618633467,0.0,0.9776803863919628,27.731235367702354,27.05395320293912,27.392594285320737,27.714390430879277,9.145896695554256,0.41370752453804016,0.41370752453804016,0.0,0.10561060160398483,7.602494716644287,1.0240838527679443,0.0,0.9759162068367004,41.63603973388672,37.99558639526367,39.815813064575195,41.560106559362396
1,0.01,0.003,2.5487881972586313,0.39742255684485167,0.39742255684485167,0.0,0.09050856817344287,6.987253595750796,0.2714215621207524,0.0,1.903939775380177,43.115232663551765,40.15462554323472,41.63492910339324,43.04097858593667,7.841076888144016,0.25407645106315613,0.25407645106315613,0.0,0.10789639502763748,7.479104042053223,0.0,0.0,2.6856889724731445,53.32587814331055,56.43538284301758,54.88063049316406,53.39073670379312
2,0.01,0.003,2.314437550918509,0.23625548138612987,0.23625548138612987,0.0,0.0871068723023882,6.9243695510548475,0.0,0.0,3.3252798178150877,36.20379383221657,39.33441617066116,37.76910500143887,36.27802869526781,7.629943400621414,0.10360413044691086,0.10360413044691086,0.0,0.08614514023065567,7.440194129943848,0.0,0.0,3.641972780227661,25.807321548461914,34.52558898925781,30.166455268859863,25.989168604735966
3,0.01,0.003,2.2393066835574,0.169014982487026,0.169014982487026,0.0,0.07397558816123752,6.898506086336817,0.0,0.0,3.8146434992506117,16.15305427586356,22.21776912379277,19.185411699828165,16.30112158856224,7.615079276263714,0.11322188377380371,0.11322188377380371,0.0,0.07186423987150192,7.429993152618408,0.0,0.0,3.774341583251953,10.625950813293457,17.796653747558594,14.211302280426025,10.775518514544519
4,0.01,0.003,2.2058349955611893,0.13700102700427838,0.13700102700427838,0.0,0.06422595813961801,6.893972158553836,0.0,0.0,3.6988276834687714,7.419228489202812,12.509511405738204,9.964369947470507,7.543913056184031,7.543907981365919,0.05319065973162651,0.05319065973162651,0.0,0.06232014298439026,7.428397178649902,0.0,0.0,3.5999104976654053,5.8342671394348145,11.819411277770996,8.826839208602905,5.95910626031787
5,0.01,0.003,2.195389837529139,0.12702824642875088,0.12702824642875088,0.0,0.05726377007551015,6.892629751089464,0.0,0.0,3.690292309545167,5.179887389551942,11.700212751533769,8.440050070542856,5.339660721222357,7.556367821991444,0.07012001425027847,0.07012001425027847,0.0,0.055331021547317505,7.430916786193848,0.0,0.0,3.6956946849823,4.999761581420898,11.15892505645752,8.079343318939209,5.128230426251817
6,0.01,0.003,2.2249003919826578,0.15599105156116724,0.15599105156116724,0.0,0.051078222535919884,6.894661585652347,0.0,0.0,3.6842919833573626,4.9004697551152265,11.336830390614397,8.118650072864812,5.058609817730996,7.571992367506027,0.09476477652788162,0.09476477652788162,0.0,0.04926624149084091,7.427961349487305,0.0,0.0,3.6742467880249023,4.751765727996826,12.045101165771484,8.398433446884155,4.9038913181768695
7,0.01,0.003,2.1694074972710196,0.1009258254258439,0.1009258254258439,0.0,0.04574468178131109,6.893413686971611,0.0,0.0,3.8024111296001233,4.814419748835498,12.565476950176164,8.68994834950583,5.005601070764178,7.576843895018101,0.10101406276226044,0.10101406276226044,0.0,0.043895475566387177,7.431934356689453,0.0,0.0,3.7976150512695312,5.35995626449585,10.970006942749023,8.164981603622437,5.476971624292549
8,0.01,0.003,2.1800400836771097,0.1111522179951641,0.1111522179951641,0.0,0.041056689217602894,6.894924146275041,0.0,0.0,3.8568954459245437,5.189766313692228,11.724262836945563,8.457014575318896,5.349898930283061,7.53644260764122,0.0645117461681366,0.0645117461681366,0.0,0.03967320919036865,7.432257652282715,0.0,0.0,3.8819668292999268,5.321262836456299,11.644989967346191,8.483126401901245,5.453164177088686
9,0.01,0.003,2.14555394399757,0.07620267278391546,0.07620267278391546,0.0,0.03726615252874613,6.896595022175223,0.0,0.0,3.9354342757650462,5.511928859509919,11.794851413233644,8.653390136371781,5.667357387199168,7.570046849548817,0.10021559149026871,0.10021559149026871,0.0,0.03620508313179016,7.433626174926758,0.0,0.0,3.9064581394195557,5.977283000946045,12.330244064331055,9.15376353263855,6.109794107750857
10,0.01,0.003,2.1471963611012157,0.07729537105097355,0.07729537105097355,0.0,0.03418849998162788,6.8985301879333125,0.0,0.0,4.0157500419558225,6.027783160436257,12.859757127601027,9.443770144018641,6.197385655840746,7.507513601332903,0.04022344574332237,0.04022344574332237,0.0,0.03319381922483444,7.434096336364746,0.0,0.0,3.987161636352539,6.036905765533447,12.59404468536377,9.315475225448608,6.173675647651481
11,0.01,0.003,2.1315804875865543,0.06187032327135881,0.06187032327135881,0.0,0.031437698659364764,6.897985558273479,0.0,0.0,4.039943744043458,6.107274416824598,12.216094820610284,9.161684618717441,6.259713314903836,7.488250605762005,0.023668991401791573,0.023668991401791573,0.0,0.030744677409529686,7.433836936950684,0.0,0.0,3.9595398902893066,6.063353061676025,12.807390213012695,9.43537163734436,6.204021297848125
12,0.01,0.003,2.110440019447705,0.04105223541223674,0.04105223541223674,0.0,0.02931182292529406,6.8969819432445245,0.0,0.0,4.039855099845188,5.88368851783998,12.736447703186565,9.310068110513273,6.052696997618638,7.475672667846084,0.01799030415713787,0.01799030415713787,0.0,0.0287015363574028,7.428980827331543,0.0,0.0,4.015027046203613,4.99709939956665,11.572745323181152,8.284922361373901,5.134255303813675
13,0.01,0.003,2.1061266953688103,0.03733478821756953,0.03733478821756953,0.0,0.02750125956637371,6.895055950205729,0.0,0.0,3.994757979636175,5.3066192713695095,11.968680829616853,8.63765005049318,5.470789676000101,7.4808331448584795,0.025644568726420403,0.025644568726420403,0.0,0.027000252157449722,7.428188323974609,0.0,0.0,3.9205586910247803,4.729864597320557,11.068384170532227,7.899124383926392,4.862074481147975
14,0.01,0.003,2.108882393956367,0.04039293581379057,0.04039293581379057,0.0,0.025952475244444915,6.894099540349837,0.0,0.0,3.901505449686845,4.9840487062047805,11.76439092009422,8.3742198131495,5.151971571653792,7.475006280466914,0.02095361426472664,0.02095361426472664,0.0,0.025510529056191444,7.428542137145996,0.0,0.0,3.8285253047943115,4.799337863922119,10.886752128601074,7.843044996261597,4.926310151921978
15,0.01,0.003,2.1125959607491276,0.043996197369004855,0.043996197369004855,0.0,0.024581000963620953,6.894512839992252,0.0,0.0,3.8346475625318353,4.940944760078426,11.741390038218862,8.341167399148643,5.109483727339159,7.481486037373543,0.03046005219221115,0.03046005219221115,0.0,0.02407839149236679,7.426947593688965,0.0,0.0,3.7552335262298584,4.261290550231934,9.76040267944336,7.0108466148376465,4.375991935525377
16,0.01,0.003,2.1039311360752455,0.03544292988814318,0.03544292988814318,0.0,0.023251163600489504,6.894185617375752,0.0,0.0,3.75804998281359,4.887369970186182,11.075877450349445,7.981623710267813,5.041386619903143,7.465524626895785,0.01590261049568653,0.01590261049568653,0.0,0.022852759808301926,7.426769256591797,0.0,0.0,3.705122709274292,4.230719566345215,9.684037208557129,6.957378387451172,4.344465762696476
17,0.01,0.003,2.093823283012265,0.025556268252805447,0.025556268252805447,0.0,0.022089482360749327,6.893486806307146,0.0,0.0,3.702463519774229,4.673888045911832,10.415616003785988,7.54475202484891,4.818692403175907,7.458275245502591,0.008004982024431229,0.008004982024431229,0.0,0.021842090412974358,7.4284281730651855,0.0,0.0,3.63474440574646,4.797550678253174,10.411444664001465,7.604497671127319,4.9146462023897595
