Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,575.24072265625,231.4459991455078,-205.8946990966797,90.0,5.74560022354126,h
127.35231018066406,41.88640594482422,3.9694764614105225,0.03018963150680065,0.028350159525871277,-176.60113525390625,81.84746551513672,43.41026306152344,32.06394577026367,195.41122436523438,h
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,-457.9161071777344,-331.7799987792969,179.8509979248047,90.0,466.4078063964844,h
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,-457.9161071777344,-331.7799987792969,-205.8946990966797,90.0,466.4078063964844,h
27.88298797607422,16.169321060180664,2.675266981124878,0.4901931583881378,0.28177258372306824,19.181760787963867,-4.012602806091309,15.77595043182373,66.9558334350586,148.4142303466797,h
210.91778564453125,76.8233642578125,3.714885711669922,0.17982342839241028,0.09237310290336609,-232.2744903564453,-166.9810791015625,54.817161560058594,60.58523941040039,350.0344543457031,h
159.3773193359375,106.15577697753906,5.145689010620117,0.03268461674451828,0.022693287581205368,505.68963623046875,-171.82740783691406,-3.760664463043213,89.86592102050781,460.47137451171875,h
12.450506210327148,188.9636993408203,1.9413000345230103,0.16240951418876648,0.08285024017095566,-457.9161071777344,-331.7799987792969,179.8509979248047,0.0,5.74560022354126,h
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,-457.9161071777344,-331.7799987792969,179.8509979248047,83.31331634521484,5.74560022354126,h
7.207900047302246,0.0,1.941311240196228,0.8912000060081482,0.6740000247955322,-457.9161071777344,-331.7799987792969,-205.8946990966797,90.0,5.74560022354126,h
43.2540397644043,16.891780853271484,2.5571839809417725,0.46083372831344604,0.2561522126197815,58.30622482299805,22.83854103088379,10.072229385375977,68.45037841796875,128.29522705078125,h
23.83538055419922,9.59101676940918,2.863741159439087,0.46112117171287537,0.24159099161624908,-0.18904216587543488,21.092329025268555,5.557112693786621,51.95933151245117,188.99659729003906,h
45.32637405395508,23.45127296447754,2.7281038761138916,0.21162527799606323,0.11229830980300903,36.14908218383789,-45.34130859375,13.720062255859375,35.365211486816406,170.94801330566406,h
23.861495971679688,6.502299785614014,2.1479299068450928,0.6694355010986328,0.3591192960739136,21.03268814086914,18.604719161987305,8.238858222961426,37.086708068847656,109.03704071044922,h
334.177001953125,228.0384979248047,1.9413000345230103,0.013100000098347664,0.6740000247955322,-457.9161071777344,-331.7799987792969,179.8509979248047,0.0,466.4078063964844,h
7.207900047302246,0.0,1.9413000345230103,0.8912000060081482,0.6740000247955322,-457.9161071777344,-331.7799987792969,-205.8946990966797,90.0,5.74560022354126,h
22.99793815612793,7.617332458496094,2.4976236820220947,0.6155334711074829,0.31946244835853577,-3.238994598388672,14.076289176940918,-9.113258361816406,10.47990608215332,156.08143615722656,h
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,575.24072265625,-331.7799987792969,-205.8946990966797,90.0,466.4078063964844,h
141.34503173828125,46.528961181640625,3.4669086933135986,0.17655253410339355,0.10932403057813644,154.70755004882812,158.60708618164062,22.480676651000977,41.64641189575195,269.7638244628906,h
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,-457.9161071777344,-331.7799987792969,179.8509979248047,90.0,466.4078063964844,h
334.177001953125,228.0384979248047,5.179500102996826,0.013100000098347664,0.0007999999797903001,-457.9161071777344,-331.7799987792969,179.8509979248047,90.0,466.4078063964844,h
