mcg,gvh,alm,mit,erl,pox,vac,nuc,localization_site
0.7519192695617676,0.5826702117919922,0.4192987084388733,0.32055139541625977,0.5,0.0,0.5724708437919617,0.2199999988079071,ME2
0.7258882522583008,0.730484127998352,0.5707535743713379,0.2927270531654358,0.5,0.0,0.49455901980400085,0.3100000023841858,ME2
0.7618467211723328,0.581462025642395,0.39873558282852173,0.2848576605319977,0.5,0.0,0.5815463066101074,0.2199999988079071,ME2
0.7593151330947876,0.5532620549201965,0.42392876744270325,0.2730266749858856,0.5,0.0,0.5895376205444336,0.2199999988079071,ME2
0.6725126504898071,0.6264083981513977,0.4433695077896118,0.4270317554473877,0.5,0.0,0.5299999713897705,0.2199999988079071,ME2
0.7601898312568665,0.7069311738014221,0.5959987640380859,0.3512987196445465,0.5,0.0,0.49000000953674316,0.3100000023841858,ME2
0.770496129989624,0.6756770610809326,0.4691151976585388,0.4050743579864502,0.5,0.0,0.550000011920929,0.2199999988079071,ME2
0.7473543286323547,0.5357205271720886,0.40845903754234314,0.24947109818458557,0.5,0.0,0.5883974432945251,0.2199999988079071,ME2
0.5459619760513306,0.4424465596675873,0.4492367208003998,0.18036581575870514,0.5,0.0,0.5610560178756714,0.2199999988079071,ME2
0.8699842095375061,0.7535915970802307,0.3650311827659607,0.33546873927116394,0.5,0.0,0.44133779406547546,0.2199999988079071,ME2
0.7948999404907227,0.47442254424095154,0.46201226115226746,0.287008136510849,0.5,0.0,0.5250305533409119,0.41952720284461975,ME2
0.8645914196968079,0.7811542749404907,0.5799999833106995,0.4443264305591583,0.5,0.0,0.550000011920929,0.2199999988079071,ME2
0.8155739307403564,0.5602161884307861,0.37875881791114807,0.33780378103256226,0.5,0.0,0.5199999809265137,0.2714761197566986,ME2
0.6171985864639282,0.45662614703178406,0.37729713320732117,0.14865820109844208,0.5,0.0,0.5628371834754944,0.2199999988079071,ME2
0.7698088884353638,0.5030539035797119,0.4667007625102997,0.37799179553985596,0.5,0.0,0.5299999713897705,0.46975523233413696,ME2
0.7508565187454224,0.5707778334617615,0.4335506856441498,0.26805368065834045,0.5,0.0,0.5736907720565796,0.2199999988079071,ME2
0.8982614874839783,0.7968276739120483,0.5799999833106995,0.49114128947257996,0.5,0.0,0.550000011920929,0.2199999988079071,ME2
0.6868451833724976,0.5566759705543518,0.34003978967666626,0.200935497879982,0.5,0.0,0.5299999713897705,0.27000001072883606,ME2
0.8070009350776672,0.5723782181739807,0.39417481422424316,0.21228910982608795,0.5,0.0,0.5327455997467041,0.2199999988079071,ME2
0.9632503986358643,0.7083069682121277,0.27778929471969604,0.4111236035823822,0.5,0.0,0.33517080545425415,0.2199999988079071,ME2
0.8707979917526245,0.522584080696106,0.41700026392936707,0.2571566104888916,0.5,0.0,0.5208113789558411,0.3100000023841858,ME2
0.7787883877754211,0.8641378879547119,0.38626644015312195,0.36430105566978455,0.5,0.0,0.5388151407241821,0.2199999988079071,ME2
0.7134941816329956,0.58336341381073,0.3669610023498535,0.22967413067817688,0.5,0.0,0.5203384757041931,0.2199999988079071,ME2
0.7928627729415894,0.519643247127533,0.4309462308883667,0.4221290647983551,0.5,0.0,0.5152485370635986,0.42266201972961426,ME2
0.9543935656547546,0.705534815788269,0.2651991844177246,0.41154882311820984,0.5,0.0,0.19067172706127167,0.2199999988079071,ME2
0.7776694297790527,0.6857781410217285,0.5516846179962158,0.2779209315776825,0.5,0.0,0.5056445598602295,0.27693742513656616,ME2
0.8020195960998535,0.5882587432861328,0.3926980495452881,0.33341681957244873,0.5,0.0,0.567541241645813,0.2199999988079071,ME2
0.6854325532913208,0.6363893151283264,0.41803187131881714,0.4414905905723572,0.5,0.0,0.5199999809265137,0.2199999988079071,ME2
0.842836320400238,0.8509505987167358,0.36487719416618347,0.2277795970439911,0.5,0.0,0.5295877456665039,0.2199999988079071,ME2
0.8060556054115295,0.7564349174499512,0.5547994375228882,0.45046350359916687,0.5,0.0,0.5400000214576721,0.2228071689605713,ME2
0.6656054854393005,0.5912512540817261,0.37747788429260254,0.20999999344348907,0.5,0.0,0.48941153287887573,0.3815094828605652,ME2
0.6706706881523132,0.6059034466743469,0.431535542011261,0.16811434924602509,0.5,0.0,0.46000000834465027,0.4805138111114502,ME2
0.43601879477500916,0.3474210202693939,0.4550974369049072,0.19079013168811798,0.5,0.0,0.5187578201293945,0.2199999988079071,ME2
0.37382617592811584,0.3732973337173462,0.4603865444660187,0.20028378069400787,0.5,0.0,0.5088339447975159,0.2199999988079071,ME2
