iter	Logloss
0	0.6213354234
1	0.5566734158
2	0.496656444
3	0.4458211467
4	0.4021464072
5	0.3642307859
6	0.3272235183
7	0.2918380257
8	0.2627089334
9	0.2342498271
10	0.2120585246
11	0.189989058
12	0.1715146336
13	0.1556308796
14	0.1404986169
15	0.1282348011
16	0.1153976716
17	0.1054751795
18	0.0960193503
19	0.0874459923
20	0.08033791561
21	0.07363200388
22	0.06767828394
23	0.06223039257
24	0.05736472055
25	0.05225870691
26	0.04836591771
27	0.04418717035
28	0.04073497862
29	0.03813227447
30	0.03557120474
31	0.03356102238
32	0.03143366514
33	0.02951639708
34	0.02784677141
35	0.02607465053
36	0.02468016422
37	0.02333401433
38	0.02215954557
39	0.02099220448
40	0.01998278664
41	0.0191622197
42	0.01820060369
43	0.01742327629
44	0.0166906591
45	0.01595920054
46	0.01533077971
47	0.01472501822
48	0.01418010308
49	0.01350936687
50	0.01305587108
51	0.01266795511
52	0.0123095132
53	0.01196641992
54	0.01163717381
55	0.01132765157
56	0.01093508909
57	0.01059136332
58	0.01034293904
59	0.01010906912
60	0.009770068557
61	0.009496569727
62	0.009209664279
63	0.008922356065
64	0.00869245374
65	0.008536259479
66	0.008353418517
67	0.008094664854
68	0.007953971867
69	0.007699331941
70	0.007481811116
71	0.00725779362
72	0.007090632605
73	0.006943267276
74	0.006850775006
75	0.006664483199
76	0.006536750273
77	0.006449985429
78	0.006297645779
79	0.006204783525
80	0.006141248071
81	0.006034864087
82	0.005929753962
83	0.005867359113
84	0.005820758823
85	0.005704371768
86	0.005614247418
87	0.005529261799
88	0.005400016908
89	0.005306593485
90	0.005259351072
91	0.005190306403
92	0.005110509312
93	0.005052695153
94	0.004957353747
95	0.004856418669
96	0.004814162839
97	0.004741231527
98	0.004708672346
99	0.004669355864
100	0.004615461254
101	0.004545306259
102	0.00450483691
103	0.004467567663
104	0.004429912292
105	0.004402463188
106	0.004348656663
107	0.004306640565
108	0.004265769702
109	0.004242758775
110	0.004178864472
111	0.004135966395
112	0.004052120005
113	0.004010775308
114	0.003956299133
115	0.003878512742
116	0.003828765025
117	0.003791408944
118	0.003771942452
119	0.00374291169
120	0.003731995985
121	0.003712898601
122	0.003673286208
123	0.003651129358
124	0.003626741721
125	0.003590762349
126	0.003560340364
127	0.003533355585
128	0.003497222689
129	0.003483024303
130	0.003435019651
131	0.003405807838
132	0.00337529464
133	0.003349880258
134	0.003314070926
135	0.003284189214
136	0.003260523902
137	0.003237443782
138	0.003207981852
139	0.003185086161
140	0.003151628609
141	0.003132371069
142	0.00311020496
143	0.003081920922
144	0.003062245477
145	0.003058253108
146	0.003058253108
147	0.003016918546
148	0.003003573612
149	0.002985177657
150	0.002968237113
151	0.002956820047
152	0.002936301285
153	0.002894666933
154	0.00283495606
155	0.002831491327
156	0.002786967423
157	0.002770072048
158	0.002751632676
159	0.002731139314
160	0.002699950585
161	0.002676075821
162	0.002659449581
163	0.002644664751
164	0.002627098101
165	0.002611401637
166	0.002597982506
167	0.002569776043
168	0.002556150212
169	0.002542356342
170	0.00251097255
171	0.002510764848
172	0.00250491643
173	0.002504850992
174	0.002487727145
175	0.002473305918
176	0.002459710241
177	0.002444554301
178	0.002424483348
179	0.002405828017
180	0.002394387554
181	0.002382416827
182	0.002360336426
183	0.002345854765
184	0.002332470793
185	0.002315153384
186	0.002282501987
187	0.00227386399
188	0.002253045563
189	0.002253039682
190	0.002232778795
191	0.002222184652
192	0.002210102191
193	0.002194829764
194	0.002180741735
195	0.002180688808
196	0.002173897101
197	0.002130566479
198	0.002119685808
199	0.002093583009
200	0.002082810443
201	0.002082860241
202	0.002065030711
203	0.002057414579
204	0.002036905576
205	0.002026508124
206	0.002019009857
207	0.002009377396
208	0.001995402351
209	0.001974152881
210	0.001961324447
211	0.001961324447
212	0.001954664492
213	0.001947029092
214	0.001932215734
215	0.001915479388
216	0.001904248128
217	0.001878821734
218	0.001878821734
219	0.001878821734
220	0.001866311234
221	0.001853033865
222	0.001840449793
223	0.001828439403
224	0.001796185016
225	0.001796221176
226	0.00179623494
227	0.001796140348
228	0.001777532688
229	0.001777538068
230	0.001767422264
231	0.001740887796
232	0.001740873532
233	0.001728430848
234	0.001728496662
235	0.001700675822
236	0.001700675822
237	0.001675809972
238	0.001657184295
239	0.001649148256
240	0.001649108718
241	0.001649040401
242	0.001649040401
243	0.001635273809
244	0.001620530144
245	0.00162039739
246	0.00161306641
247	0.001589344418
248	0.0015625263
249	0.001550183212
250	0.001542625888
251	0.001535921765
252	0.001535891861
253	0.001535863083
254	0.001535848444
255	0.001527174037
256	0.001521083884
257	0.001508003706
258	0.001507987566
259	0.001499161636
260	0.001477891021
261	0.001477742502
262	0.001459054764
263	0.00144664386
264	0.001441171181
265	0.001432527804
266	0.001432520422
267	0.001419703499
268	0.001411406583
269	0.001387849876
270	0.001387910935
271	0.001380745741
272	0.001380745741
273	0.001369826283
274	0.001369826283
275	0.001369826283
276	0.001353871819
277	0.001343736371
278	0.001343742502
279	0.001343742502
280	0.001343742502
281	0.001343742502
282	0.001343742502
283	0.001343742502
284	0.001343742502
285	0.001328924515
286	0.001328761732
287	0.001328858326
288	0.001328845563
289	0.00131898338
290	0.001307839704
291	0.001298195482
292	0.001298086751
293	0.001298086751
294	0.001298068859
295	0.001286824085
296	0.001286824085
297	0.001286814076
298	0.001286791053
299	0.001277392319
300	0.001277510308
301	0.001277384812
302	0.001277384812
303	0.001277384812
304	0.001277416217
305	0.001277416217
306	0.001258914785
307	0.00123724766
308	0.00123724766
309	0.001221672064
310	0.001221672064
311	0.001221672064
312	0.001221672064
313	0.001221672064
314	0.001221672064
315	0.001209545436
316	0.001206329819
317	0.001184665071
318	0.001181621872
319	0.001172101144
320	0.001172087131
321	0.001171977649
322	0.001160441343
323	0.001155190504
324	0.001155365799
325	0.001155349783
326	0.001155162102
327	0.001155161226
328	0.001155035604
329	0.001148767028
330	0.001148767028
331	0.001148686325
332	0.001148686325
333	0.001148785296
334	0.001142018488
335	0.001137836434
336	0.001129927394
337	0.001129927394
338	0.001129927394
339	0.001129881099
340	0.001119008936
341	0.001113154012
342	0.001113050161
343	0.001113125234
344	0.001113125234
345	0.001113125234
346	0.00110362928
347	0.001098126322
348	0.001089403117
349	0.001083598241
350	0.001078993027
351	0.001078993027
352	0.001072997341
353	0.001072997341
354	0.001066787447
355	0.001057636078
356	0.001057636078
357	0.001057616934
358	0.001057604297
359	0.001049233747
360	0.001042025761
361	0.00104195294
362	0.001039867857
363	0.001039967703
364	0.001039839892
365	0.001032972423
366	0.001025588517
367	0.001025677165
368	0.001005939973
369	0.001000928116
370	0.001000982606
371	0.001000970782
372	0.001000878442
373	0.001000878442
374	0.0009915223743
375	0.0009846540299
376	0.0009787186523
377	0.0009787186523
378	0.0009694895823
379	0.0009695325615
380	0.0009695095392
381	0.0009695030954
382	0.0009695030954
383	0.0009578847722
384	0.0009493732728
385	0.0009493989226
386	0.0009493989226
