height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,Class
132.84036254882812,537.1096801757812,93687.390625,3.7815864086151123,0.36772847175598145,0.38824763894081116,22.363792419433594,32765.3359375,45926.75,1947.684326171875,3
804.0,550.0,143993.0,537.0,1.0,1.0,1.0,33017.0,46133.0,3212.0,3
804.0,550.0,143993.0,537.0,1.0,1.0,1.0,33017.0,46133.0,3212.0,3
36.27912139892578,38.16943359375,1102.580322265625,0.9493150115013123,0.5355862379074097,0.710656464099884,7.19819450378418,396.61602783203125,831.1215209960938,69.45854187011719,3
296.0308532714844,97.73521423339844,7420.0078125,0.8302661776542664,0.5840845108032227,0.6838765740394592,18.002775192260742,3930.74755859375,5099.4130859375,480.564208984375,3
456.5537414550781,29.480955123901367,2659.714111328125,0.39925912022590637,0.4365874230861664,0.3473232090473175,355.0576171875,859.6216430664062,622.607421875,1.0,3
66.77194213867188,175.93289184570312,58522.69921875,1.0900373458862305,0.621555745601654,0.8495898246765137,12.598481178283691,18638.359375,31948.162109375,873.62255859375,3
69.80145263671875,289.2345275878906,115498.4453125,1.497367024421692,0.34745776653289795,0.5832347869873047,5.108067035675049,23213.5859375,33096.0546875,2950.98388671875,3
24.92391586303711,25.48529815673828,1058.002685546875,1.1604145765304565,0.7493073344230652,0.7920504212379456,7.861005783081055,407.4345397949219,772.8719482421875,48.59072494506836,3
804.0,550.0,7.0,537.0,0.052000001072883606,0.06199999898672104,1.0,33017.0,46133.0,1.0,3
73.85700988769531,210.71316528320312,62641.0,1.1316430568695068,0.5329610705375671,0.8241355419158936,17.28429412841797,23718.05078125,40324.75,2044.6226806640625,3
221.97723388671875,276.6347351074219,108107.5546875,1.920589804649353,0.2891092300415039,0.4250335693359375,14.026045799255371,24086.96875,16918.91796875,627.8430786132812,3
505.5149841308594,25.0,2391.68896484375,0.20327866077423096,0.3648364245891571,0.25518813729286194,409.8128967285156,794.293701171875,604.5910034179688,1.0,3
33.191932678222656,23.655092239379883,539.5064697265625,0.8683143258094788,0.5016903877258301,0.7470417618751526,3.1821236610412598,248.11648559570312,419.6685791015625,59.68921661376953,3
192.376708984375,539.7462768554688,65869.359375,3.539093255996704,0.3847932815551758,0.3921085000038147,24.12255096435547,31038.490234375,40737.51171875,1351.7442626953125,3
87.56294250488281,108.05232238769531,7292.3125,1.7662851810455322,0.2787218689918518,0.26932382583618164,69.16188049316406,2162.9833984375,2319.318115234375,20.42140007019043,3
74.00270080566406,99.83991241455078,7742.4501953125,1.5735336542129517,0.42784377932548523,0.4327586591243744,47.83723449707031,2615.25244140625,3858.842529296875,95.15875244140625,3
581.6681518554688,278.9508972167969,99495.40625,2.068124294281006,0.3679625391960144,0.5436816215515137,15.038064002990723,19278.89453125,10805.1943359375,569.95458984375,3
238.95777893066406,157.22250366210938,20704.474609375,0.8765925168991089,0.7917253971099854,0.8027558922767639,37.58172607421875,15103.65234375,8319.90234375,530.5987548828125,3
76.82843780517578,117.63433837890625,11426.732421875,0.8655374050140381,0.5877488851547241,0.7791503667831421,16.283842086791992,5472.62939453125,11672.171875,590.4498901367188,3
