epoch,Loss,lr
0,1.1221919655799866,0.002
1,0.8736480474472046,0.002
2,0.6965319395065308,0.002
3,0.5761809468269348,0.002
4,0.4912661075592041,0.002
5,0.4107449412345886,0.002
6,0.359406840801239,0.002
7,0.3163951635360718,0.002
8,0.2876995027065277,0.002
9,0.2675554394721985,0.002
10,0.24680512845516206,0.002
11,0.24728394150733948,0.002
12,0.23967155814170837,0.002
13,0.237165105342865,0.002
14,0.2319721281528473,0.002
15,0.22731502056121827,0.002
16,0.23134154677391053,0.002
17,0.2264261394739151,0.002
18,0.21550108790397643,0.002
19,0.2169382393360138,0.001976
20,0.20461515784263612,0.001976
21,0.1976541608572006,0.001976
22,0.18905863761901856,0.001976
23,0.19080150723457337,0.001976
24,0.17266843914985658,0.001976
25,0.17835709154605867,0.001976
26,0.17788007855415344,0.001976
27,0.16546155214309693,0.001976
28,0.17169979810714722,0.001976
29,0.16501589119434357,0.001976
30,0.16379191279411315,0.001976
31,0.15776839554309846,0.001976
32,0.1586768388748169,0.001976
33,0.15744196474552155,0.001976
34,0.1535563588142395,0.001976
35,0.15560611784458162,0.001976
36,0.15571334660053254,0.001976
37,0.1520848959684372,0.001976
38,0.15295285880565643,0.001976
39,0.15300107896327972,0.001952288
40,0.14817888140678406,0.001952288
41,0.14920827448368074,0.001952288
42,0.14377640187740326,0.001952288
43,0.14840706586837768,0.001952288
44,0.1485353022813797,0.001952288
45,0.14741702377796173,0.001952288
46,0.14799237251281738,0.001952288
47,0.14419708847999574,0.001952288
48,0.13925739228725434,0.001952288
49,0.13513440191745757,0.001952288
50,0.1393824577331543,0.001952288
51,0.13509435653686525,0.001952288
52,0.13466699719429015,0.001952288
53,0.1354937732219696,0.001952288
54,0.13765244483947753,0.001952288
55,0.1347116619348526,0.001952288
56,0.13234453201293944,0.001952288
57,0.12875696122646332,0.001952288
58,0.12949864268302919,0.001952288
59,0.12875986397266387,0.001928860544
60,0.12625561207532882,0.001928860544
61,0.13063272684812546,0.001928860544
62,0.12850752770900725,0.001928860544
63,0.12966422140598297,0.001928860544
64,0.12967050522565843,0.001928860544
65,0.1257481187582016,0.001928860544
66,0.12500894367694854,0.001928860544
67,0.12974286824464798,0.001928860544
68,0.1251792922616005,0.001928860544
69,0.12105029374361038,0.001928860544
70,0.12043325453996659,0.001928860544
71,0.12470639050006867,0.001928860544
72,0.12483168244361878,0.001928860544
73,0.12255826592445374,0.001928860544
74,0.12074697613716126,0.001928860544
75,0.12136185318231582,0.001928860544
76,0.12144823968410492,0.001928860544
77,0.12236844748258591,0.001928860544
78,0.11876572519540787,0.001928860544
79,0.12130255699157715,0.0019057142174719998
80,0.11956432163715362,0.0019057142174719998
81,0.12208090573549271,0.0019057142174719998
82,0.11620950102806091,0.0019057142174719998
83,0.1170154184103012,0.0019057142174719998
84,0.11754923611879349,0.0019057142174719998
85,0.11686557978391647,0.0019057142174719998
86,0.11105958223342896,0.0019057142174719998
87,0.11843735277652741,0.0019057142174719998
88,0.11188812404870987,0.0019057142174719998
89,0.11580752432346345,0.0019057142174719998
90,0.11275300532579421,0.0019057142174719998
91,0.11566115617752075,0.0019057142174719998
92,0.11096838116645813,0.0019057142174719998
93,0.11214021742343902,0.0019057142174719998
94,0.11205151081085205,0.0019057142174719998
95,0.10830599516630172,0.0019057142174719998
96,0.10928951352834701,0.0019057142174719998
97,0.11018559485673904,0.0019057142174719998
98,0.11330654472112656,0.0019057142174719998
99,0.1121384471654892,0.0018828456468623358
100,0.10598234981298446,0.0018828456468623358
101,0.10860789716243743,0.0018828456468623358
102,0.10733245015144348,0.0018828456468623358
103,0.10346880853176117,0.0018828456468623358
104,0.10595498532056809,0.0018828456468623358
105,0.10298367440700532,0.0018828456468623358
106,0.10539580434560776,0.0018828456468623358
107,0.10602620542049408,0.0018828456468623358
108,0.10811360478401184,0.0018828456468623358
109,0.10489544719457626,0.0018828456468623358
110,0.10123701393604279,0.0018828456468623358
111,0.10314109474420548,0.0018828456468623358
112,0.10355601608753204,0.0018828456468623358
113,0.10070519298315048,0.0018828456468623358
114,0.10568120628595352,0.0018828456468623358
115,0.1023818388581276,0.0018828456468623358
116,0.10211863368749619,0.0018828456468623358
117,0.10067906826734543,0.0018828456468623358
118,0.1026763990521431,0.0018828456468623358
119,0.10235922038555145,0.0018602514990999877
120,0.10121119767427444,0.0018602514990999877
121,0.09902974367141723,0.0018602514990999877
122,0.09881644994020462,0.0018602514990999877
123,0.0999623641371727,0.0018602514990999877
124,0.09745431691408157,0.0018602514990999877
125,0.09929530471563339,0.0018602514990999877
126,0.10004403442144394,0.0018602514990999877
127,0.09857809990644455,0.0018602514990999877
128,0.09607672542333603,0.0018602514990999877
129,0.0943995863199234,0.0018602514990999877
130,0.09727030992507935,0.0018602514990999877
131,0.0941886231303215,0.0018602514990999877
132,0.0968450888991356,0.0018602514990999877
133,0.09671735614538193,0.0018602514990999877
134,0.09378242492675781,0.0018602514990999877
135,0.09865578562021256,0.0018602514990999877
136,0.09694731086492539,0.0018602514990999877
137,0.09560267478227616,0.0018602514990999877
138,0.09594005495309829,0.0018602514990999877
139,0.09613991528749466,0.0018379284811107879
140,0.09609151929616928,0.0018379284811107879
141,0.09461238384246826,0.0018379284811107879
142,0.09411491453647614,0.0018379284811107879
143,0.09598780870437622,0.0018379284811107879
144,0.09252515882253647,0.0018379284811107879
145,0.09656253904104233,0.0018379284811107879
146,0.09216691702604293,0.0018379284811107879
147,0.09133931547403336,0.0018379284811107879
148,0.09079910069704056,0.0018379284811107879
149,0.0947683498263359,0.0018379284811107879
150,0.0928723931312561,0.0018379284811107879
151,0.0900859460234642,0.0018379284811107879
152,0.09245596528053283,0.0018379284811107879
153,0.09164189547300339,0.0018379284811107879
154,0.09159915149211884,0.0018379284811107879
155,0.09342818707227707,0.0018379284811107879
156,0.09182277023792267,0.0018379284811107879
157,0.09105319678783416,0.0018379284811107879
158,0.09325682073831558,0.0018379284811107879
159,0.09673111587762832,0.0018158733393374585
160,0.09432166367769242,0.0018158733393374585
161,0.09246713221073151,0.0018158733393374585
162,0.09303179532289504,0.0018158733393374585
163,0.0894133359193802,0.0018158733393374585
164,0.09190901070833206,0.0018158733393374585
165,0.0902642548084259,0.0018158733393374585
166,0.08859919905662536,0.0018158733393374585
167,0.0874161034822464,0.0018158733393374585
168,0.08542265892028808,0.0018158733393374585
169,0.08839145749807358,0.0018158733393374585
170,0.08728515207767487,0.0018158733393374585
171,0.08940878212451935,0.0018158733393374585
172,0.08851211667060851,0.0018158733393374585
173,0.09039249867200852,0.0018158733393374585
174,0.08789939284324647,0.0018158733393374585
175,0.08469892293214798,0.0018158733393374585
176,0.08612564951181412,0.0018158733393374585
177,0.08764301836490632,0.0018158733393374585
178,0.08624912351369858,0.0018158733393374585
179,0.08512524366378785,0.001794082859265409
180,0.08563745468854904,0.001794082859265409
181,0.08392501026391982,0.001794082859265409
182,0.0852690652012825,0.001794082859265409
183,0.08426187187433243,0.001794082859265409
184,0.08901537954807281,0.001794082859265409
185,0.08822792321443558,0.001794082859265409
186,0.08737455308437347,0.001794082859265409
187,0.08781885504722595,0.001794082859265409
188,0.08370215594768524,0.001794082859265409
189,0.08444002568721772,0.001794082859265409
190,0.08866607248783112,0.001794082859265409
191,0.08717639595270157,0.001794082859265409
