CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
701.3308715820312,49.47243118286133,9.055142402648926,0.0,103477.828125,France,Female,1,1,0,1
705.4552001953125,33.1317253112793,1.1886205673217773,127084.8515625,146794.125,France,Female,2,0,0,1
556.0,51.184383392333984,8.184382438659668,50041.51171875,194447.90625,France,Female,1,1,0,1
620.7544555664062,68.50343322753906,3.7503433227539062,160598.21875,71821.8046875,France,Female,1,0,1,1
638.4718017578125,49.59050750732422,0.2878338098526001,111495.6171875,45534.38671875,Germany,Female,2,1,1,1
633.8290405273438,42.58548355102539,10.0,158210.140625,80050.609375,Germany,Female,1,0,0,1
616.0071411132812,58.44136428833008,1.186211347579956,0.0,78819.3046875,France,Male,1,1,0,1
675.9419555664062,41.507198333740234,8.0,85833.3046875,142176.328125,Spain,Female,1,1,0,1
602.5597534179688,48.82079315185547,3.4358410835266113,0.0,83002.65625,Spain,Female,3,1,0,1
489.13690185546875,61.73859405517578,8.477184295654297,114199.5625,173057.171875,Germany,Male,1,1,0,1
690.6227416992188,56.36708068847656,1.9999998807907104,0.0,163828.5,France,Female,1,1,0,1
745.3713989257812,50.11331558227539,5.773366451263428,142969.0,94951.390625,Germany,Male,1,0,0,1
805.1309204101562,55.154544830322266,5.66181755065918,99336.8125,120721.734375,Germany,Male,1,0,0,1
726.7584838867188,29.252843856811523,6.9683942794799805,0.0,92669.1640625,France,Male,2,1,1,1
554.01025390625,39.56842041015625,6.0,0.0,36161.59375,France,Male,1,1,1,1
757.7786865234375,44.345035552978516,10.0,110069.78125,147099.8125,Germany,Female,3,0,1,1
662.73388671875,50.84629821777344,1.9615751504898071,147251.53125,157848.78125,France,Female,1,0,0,1
598.72119140625,45.02323532104492,9.976763725280762,103682.2109375,132297.390625,Germany,Male,1,1,0,1
440.7177429199219,44.06221008300781,6.0,0.0,138600.546875,France,Female,1,1,0,1
777.689208984375,44.81912612915039,4.795218467712402,0.0,121938.6953125,France,Female,1,1,1,1
718.7171630859375,34.94633865356445,1.053662896156311,0.0,174738.953125,Spain,Male,3,0,0,1
821.0625610351562,33.63734817504883,8.17497730255127,138532.84375,24924.98046875,France,Male,1,1,0,1
612.460205078125,27.3643741607666,8.0,123557.9140625,196299.703125,Germany,Female,3,1,0,1
760.23583984375,54.54973220825195,4.774865627288818,148387.828125,123470.6953125,Germany,Female,1,0,1,1
627.5755004882812,44.060577392578125,4.9697113037109375,0.0,83281.03125,France,Female,1,1,0,1
672.70703125,48.15137481689453,2.4069464206695557,106978.890625,31864.32421875,France,Female,1,1,0,1
621.709228515625,46.31156539916992,4.0,0.0,5542.86279296875,Spain,Female,1,1,0,1
757.7435302734375,53.51296615600586,9.0,110902.078125,99899.015625,France,Female,1,1,0,1
727.7210083007812,43.57863998413086,1.8071192502975464,0.0,166588.71875,France,Male,1,1,0,1
616.7842407226562,50.29109573364258,5.784817695617676,0.0,158568.609375,France,Female,1,0,1,1
686.7476196289062,52.0,5.339118003845215,121864.171875,23242.04296875,France,Female,1,1,0,1
545.8644409179688,35.0,8.0,0.0,98582.0078125,Spain,Female,1,1,0,1
694.37890625,50.547359466552734,6.0,144610.703125,157878.078125,France,Female,2,1,0,1
826.0390625,38.114444732666016,6.704814434051514,105753.5078125,35260.859375,Germany,Female,1,0,1,1
452.7314758300781,54.68252182006836,6.105827808380127,0.0,73564.4921875,Spain,Male,1,0,1,1
662.906005859375,35.0,1.8189581632614136,106200.328125,189911.03125,Germany,Male,1,0,1,1
751.8145751953125,44.472503662109375,3.236253261566162,83685.515625,162373.59375,Spain,Female,1,1,0,1
480.9571228027344,48.30672836303711,1.9386544227600098,72280.7265625,100938.6875,Germany,Female,1,0,0,1
821.7716064453125,38.611717224121094,4.611716270446777,0.0,129996.8125,France,Male,1,1,0,1
546.9559326171875,54.933876037597656,3.9944896697998047,111389.5234375,17136.537109375,Germany,Male,3,1,0,1
528.5498657226562,32.46622085571289,5.189709186553955,119435.7109375,65944.4140625,Germany,Male,1,0,0,1
581.3262939453125,49.7524299621582,0.9999999403953552,0.0,154454.046875,France,Female,1,0,1,1
800.27978515625,38.89468002319336,7.0,120439.9140625,58972.88671875,Germany,Female,1,0,1,1
598.8522338867188,52.8676872253418,4.0,90778.5390625,70896.9375,France,Female,1,1,0,1
717.6995239257812,41.03531265258789,1.4522922039031982,137324.25,29736.673828125,Germany,Male,1,1,1,1
527.3107299804688,45.92341232299805,5.282276630401611,110307.40625,20638.33984375,Germany,Female,1,1,0,1
570.4508666992188,46.90887451171875,4.0,101270.6171875,194834.0,Germany,Female,1,1,0,1
712.3711547851562,55.555084228515625,8.296257019042969,89439.6796875,31105.78515625,France,Male,1,1,1,1
633.9205322265625,51.45127487182617,7.590704917907715,0.0,107945.3359375,France,Male,1,0,1,1
686.8065795898438,46.70986557006836,1.0967111587524414,93969.5859375,157543.90625,Germany,Female,1,0,0,1
591.014892578125,37.68612289428711,6.0,88881.0703125,120978.625,Germany,Female,3,1,1,1
595.927978515625,46.473609924316406,7.0,131811.453125,184492.640625,Germany,Female,1,0,0,1
546.0302124023438,41.575469970703125,5.484905242919922,0.0,21437.51171875,Spain,Female,1,0,0,1
767.3748168945312,28.683191299438477,7.0,146218.03125,119812.9296875,Germany,Female,1,1,0,1
828.727294921875,46.284950256347656,9.821237564086914,124502.8828125,22117.8046875,Germany,Female,1,0,0,1
680.944580078125,42.25029373168945,7.700117111206055,186128.25,96547.015625,France,Male,1,1,0,1
519.114990234375,47.754093170166016,5.754090309143066,138787.796875,91163.9140625,Germany,Male,1,0,0,1
520.2704467773438,47.719078063964844,5.719077110290527,137230.390625,91570.5625,Germany,Male,1,0,0,1
686.4189453125,55.0361328125,2.440429210662842,0.0,181314.15625,France,Female,1,1,0,1
605.0629272460938,46.507869720458984,3.5846447944641113,128270.375,126118.1953125,Germany,Female,1,0,0,1
605.2222900390625,46.273807525634766,10.0,0.0,74354.2890625,France,Male,1,1,0,1
524.7896728515625,47.7990608215332,9.0,133546.671875,159268.8125,Germany,Female,1,0,0,1
592.5466918945312,38.05217742919922,1.618477702140808,100600.15625,195062.296875,Germany,Male,1,0,1,1
648.6209106445312,40.6620979309082,6.0,132520.90625,89004.71875,Germany,Male,1,0,1,1
782.6773071289062,55.3130989074707,2.686901092529297,0.0,17025.029296875,France,Female,1,1,1,1
663.2787475585938,43.72978210449219,6.423404693603516,94762.4140625,87854.9609375,Germany,Female,1,1,1,1
828.2448120117188,67.01399993896484,0.9999999403953552,102649.40625,51695.91796875,France,Female,1,1,0,1
763.9569702148438,48.0,6.1237382888793945,108284.90625,184042.5,Germany,Female,1,1,1,1
753.93408203125,41.476497650146484,6.0,100526.3828125,63510.234375,Germany,Female,1,0,1,1
534.872314453125,46.76359558105469,5.842395305633545,104732.1171875,17221.158203125,Germany,Female,1,1,0,1
644.2620849609375,40.5080680847168,8.0,120135.2734375,67571.0859375,Germany,Female,1,1,0,1
658.6063232421875,50.12896728515625,9.587102890014648,116905.921875,144427.421875,Germany,Male,1,1,0,1
718.9559326171875,35.519920349121094,8.41090202331543,200359.4375,109491.0703125,France,Male,1,0,0,1
552.504150390625,52.18472671508789,0.9999999403953552,0.0,63770.9921875,France,Male,1,0,0,1
700.0592651367188,44.76054763793945,4.9521098136901855,161593.484375,141644.0625,Spain,Male,1,1,0,1
740.3461303710938,40.0,5.0,151475.34375,55192.515625,Germany,Male,3,1,0,1
654.6691284179688,44.5045280456543,9.376132011413574,182283.140625,191127.484375,Spain,Male,2,1,0,1
740.3821411132812,36.25544738769531,1.982969880104065,129578.1328125,47402.44921875,Germany,Female,2,0,0,1
462.4791564941406,43.24404525756836,9.0,166723.140625,82420.5390625,France,Male,1,1,0,1
686.70654296875,50.8515739440918,5.0,0.0,91440.609375,France,Female,2,1,0,1
737.2189331054688,52.31866455078125,0.3186696767807007,177089.953125,33197.94140625,Germany,Female,1,1,1,1
638.5570678710938,44.126914978027344,4.0,142114.078125,128885.109375,France,Male,1,1,0,1
714.7023315429688,55.92119216918945,8.078805923461914,0.0,156174.875,France,Male,1,1,0,1
468.1684265136719,47.900211334228516,4.966737747192383,0.0,160567.078125,France,Female,2,1,0,1
620.8687133789062,26.6041259765625,4.465291500091553,152910.1875,52325.68359375,Spain,Male,2,1,1,1
484.7200622558594,61.827701568603516,8.975385665893555,118134.9296875,166271.703125,Germany,Male,2,1,0,1
525.6920166015625,46.619773864746094,1.9999998807907104,141156.296875,166242.40625,Spain,Female,1,1,1,1
517.4225463867188,45.999996185302734,8.72878360748291,123758.9296875,136963.921875,Germany,Female,1,1,0,1
745.8369140625,34.098846435546875,1.9011539220809937,0.0,174246.46875,Spain,Female,3,0,0,1
593.898193359375,45.2087287902832,4.5970916748046875,136774.40625,145161.984375,Germany,Female,1,0,1,1
610.4579467773438,46.765907287597656,7.0,141109.421875,11023.4755859375,Germany,Female,2,1,0,1
657.0510864257812,22.34081268310547,5.982959270477295,0.0,168763.15625,France,Female,3,0,1,1
786.43994140625,36.76381301879883,9.440953254699707,117899.0859375,46149.64453125,Germany,Female,1,1,0,1
750.99169921875,51.93278503417969,10.0,0.0,66569.28125,France,Female,1,1,1,1
602.7705078125,52.58781433105469,4.0,95849.71875,74095.8046875,France,Female,1,1,0,1
645.0932006835938,44.200347900390625,3.4235501289367676,114680.6171875,120191.796875,Germany,Female,1,1,1,1
668.1948852539062,38.46549606323242,1.5534502267837524,147590.5625,181976.0,Germany,Male,1,1,0,1
652.1963500976562,34.742008209228516,6.0,0.0,1948.8597412109375,Spain,Female,1,1,0,1
575.8917846679688,44.86860275268555,9.0,106306.265625,135318.765625,Germany,Male,1,1,0,1
500.9176940917969,35.66024398803711,7.239931106567383,116486.5234375,103063.3203125,Germany,Female,2,1,0,1
739.349365234375,61.983665466308594,5.398366451263428,109177.1171875,29858.462890625,Germany,Male,1,1,0,1
646.9879760742188,39.64072036743164,7.694611072540283,193685.34375,127958.0234375,France,Male,1,1,0,1
736.2354736328125,39.87018966674805,3.9567294120788574,114812.734375,129562.65625,Germany,Male,2,1,0,1
516.3908081054688,45.99619674682617,3.3984792232513428,112060.859375,156214.0625,Germany,Female,1,0,1,1
593.1868286132812,42.37742614746094,8.0,87137.0859375,141269.140625,Spain,Female,1,1,0,1
752.60595703125,45.98928451538086,0.9999999403953552,102108.9375,179127.0625,Spain,Female,1,1,0,1
696.888427734375,47.3016471862793,3.0,91191.140625,178374.84375,France,Male,1,1,0,1
567.2642822265625,46.54853820800781,8.0,148849.0625,169256.640625,France,Female,1,0,0,1
517.7622680664062,40.92967987060547,1.275668978691101,149378.375,131505.765625,France,Female,1,1,1,1
606.697265625,53.89271926879883,7.19157075881958,4606.0302734375,147645.703125,France,Male,1,1,1,1
524.8643798828125,47.378257751464844,4.675651550292969,118234.6171875,32668.23828125,Germany,Female,1,1,0,1
648.5926513671875,42.4460334777832,1.8513232469558716,0.0,157263.75,Spain,Female,1,0,0,1
734.2793579101562,39.52886962890625,3.0,0.0,62603.54296875,France,Female,1,0,0,1
830.1710205078125,45.4836311340332,5.0,104065.2890625,57194.359375,Germany,Female,1,1,0,1
511.6042785644531,44.394100189208984,0.9999999403953552,0.0,34596.34765625,France,Female,1,1,1,1
505.3656005859375,42.08974838256836,0.044873952865600586,132903.9375,28946.05078125,Germany,Female,1,0,1,1
692.629150390625,41.56148147583008,3.739753246307373,95570.859375,121162.65625,Spain,Male,1,1,1,1
616.3309936523438,29.079944610595703,4.308555603027344,0.0,9592.01171875,Spain,Female,2,1,0,1
603.5545043945312,48.00606155395508,4.3121209144592285,90962.9609375,78530.3828125,France,Female,1,1,0,1
