height,lenght,area,eccen,p_black,p_and,mean_tr,blackpix,blackand,wb_trans,Class
57.79210662841797,282.186767578125,60879.625,3.0551819801330566,0.9782328605651855,0.9063347578048706,181.40879821777344,26819.03125,35345.19140625,233.15826416015625,3
252.66860961914062,504.6616516113281,121957.5546875,3.5513198375701904,0.7148008346557617,0.669545590877533,82.2587661743164,32722.30078125,45570.41015625,458.3633728027344,3
145.49575805664062,116.07990264892578,7035.14794921875,0.8260765671730042,0.46908965706825256,0.4964574873447418,110.75782775878906,5263.8505859375,5229.91259765625,118.17939758300781,3
188.83779907226562,537.7894287109375,97726.4609375,2.5898337364196777,0.33926650881767273,0.6251175999641418,3.3781509399414062,30773.197265625,43940.62890625,3207.4462890625,3
258.2712097167969,352.1161804199219,75674.1171875,1.0410964488983154,0.5668002367019653,0.9300184845924377,10.909841537475586,31422.95703125,42988.6953125,3174.63134765625,3
217.29844665527344,313.8863830566406,45539.890625,1.7971763610839844,0.46069765090942383,0.5213634371757507,37.05069351196289,28362.01953125,37080.421875,434.6300964355469,3
43.055904388427734,42.451377868652344,1705.9530029296875,0.9131447076797485,0.5178859829902649,0.6249105334281921,10.20185661315918,685.52001953125,883.625732421875,79.32062530517578,3
68.33345031738281,376.0439453125,28078.646484375,3.1782543659210205,0.306896835565567,0.39839860796928406,10.241019248962402,17347.103515625,32537.681640625,456.53692626953125,3
55.888885498046875,93.71830749511719,4007.758056640625,1.9642958641052246,0.4011748433113098,0.45615941286087036,30.709041595458984,2009.13720703125,2314.168212890625,62.10107421875,3
171.88818359375,272.302978515625,45254.31640625,1.3144491910934448,0.6584364771842957,0.8932223320007324,38.71245574951172,28972.4453125,40216.15625,1068.7484130859375,3
245.34750366210938,385.44671630859375,103385.578125,1.7468458414077759,0.4625764787197113,0.6577125787734985,9.762276649475098,29757.23828125,41798.08203125,2447.856201171875,3
282.7891845703125,261.16204833984375,12167.4443359375,1.2916483879089355,0.8587164878845215,0.948533833026886,31.45317840576172,20984.615234375,26519.482421875,468.0035095214844,3
473.8047790527344,414.7291564941406,135124.234375,1.3157939910888672,0.3330000042915344,0.42333322763442993,27.28491973876953,32845.22265625,45312.34765625,2423.54345703125,3
64.07901000976562,36.65875244140625,4483.04296875,0.6380866765975952,0.5071203708648682,0.6375778317451477,16.30794334411621,966.315673828125,1589.2685546875,103.95561218261719,3
46.1450080871582,60.779598236083984,3349.442138671875,1.0904523134231567,0.5693716406822205,0.7836957573890686,8.846229553222656,926.6300659179688,1851.504638671875,184.33702087402344,3
212.98887634277344,270.05413818359375,37284.8046875,1.4529564380645752,0.5963970422744751,0.7814178466796875,31.4781494140625,28826.859375,37479.57421875,557.5685424804688,3
25.080657958984375,123.37528991699219,2696.034912109375,3.278489589691162,0.5607634782791138,0.798593282699585,8.533971786499023,1428.606201171875,3122.4921875,181.9023895263672,3
54.06428527832031,125.28466796875,5411.1884765625,1.9953436851501465,0.41292476654052734,0.6784820556640625,6.7465691566467285,1280.709228515625,2995.98291015625,335.790283203125,3
37.93211364746094,85.91583251953125,2675.623779296875,1.8931102752685547,0.40657833218574524,0.6341868042945862,6.795266628265381,784.5538330078125,1724.7786865234375,118.6063232421875,3
41.54643630981445,109.41112518310547,5375.21484375,1.4382299184799194,1.0,1.0,42.523033142089844,5107.25927734375,4229.26904296875,192.7323455810547,3
