Length,Width,Size,Conc,Conc1,Asym,M3Long,M3Trans,Alpha,Dist,class
222.0231475830078,50.082698822021484,3.6502153873443604,0.07761015743017197,0.04472065716981888,-257.7510986328125,-136.072509765625,5.079343795776367,6.345921039581299,186.6239471435547,h
23.730533599853516,8.898639678955078,2.4786839485168457,0.7856653928756714,0.5987159013748169,9.110036849975586,10.126396179199219,-1.419022560119629,57.62127685546875,158.41258239746094,h
90.6539077758789,49.181434631347656,3.425394058227539,0.2883186638355255,0.15054728090763092,-55.71396255493164,63.676422119140625,33.84638977050781,78.810546875,364.9606628417969,h
22.06446647644043,15.55101490020752,2.099318265914917,0.5761108994483948,0.32623305916786194,-23.188739776611328,-15.181766510009766,7.274195671081543,82.20262145996094,111.57561492919922,h
60.239166259765625,32.20691680908203,2.8517637252807617,0.3024190068244934,0.18664298951625824,60.19497299194336,48.405799865722656,9.507119178771973,61.7008171081543,145.4803466796875,h
39.63551712036133,15.539656639099121,2.4772493839263916,0.41171449422836304,0.23531104624271393,-1.6422914266586304,31.832338333129883,8.447864532470703,46.166927337646484,227.13519287109375,h
64.54659271240234,22.17367172241211,2.5659193992614746,0.44435375928878784,0.2352602630853653,52.85844039916992,64.28977966308594,-18.347999572753906,85.77371215820312,102.7542953491211,h
136.3285369873047,49.98127746582031,3.2888119220733643,0.3326915502548218,0.19058726727962494,-29.59280014038086,-158.61117553710938,-4.058952331542969,49.38345718383789,327.8747863769531,h
13.176580429077148,9.596752166748047,2.3726725578308105,0.7198469638824463,0.43112877011299133,-0.23943448066711426,10.07972526550293,-6.079745769500732,12.343302726745605,177.2164764404297,h
122.28238677978516,60.526031494140625,3.1961159706115723,0.23052756488323212,0.11631425470113754,36.00559997558594,95.12064361572266,58.3420295715332,45.22085952758789,230.62832641601562,h
108.7610855102539,23.470836639404297,2.821155309677124,0.24981093406677246,0.14126889407634735,112.13086700439453,86.8412857055664,10.390453338623047,24.108951568603516,267.89349365234375,h
50.028926849365234,18.934125900268555,3.041391372680664,0.25637751817703247,0.12942591309547424,-4.416815757751465,33.02698516845703,9.846933364868164,28.036823272705078,207.73358154296875,h
31.63387107849121,8.976497650146484,2.7309629917144775,0.5278588533401489,0.3765421211719513,18.516986846923828,32.392391204833984,-7.543725490570068,12.52263069152832,211.05751037597656,h
12.952925682067871,9.767928123474121,2.3256301879882812,0.7915022373199463,0.5463665723800659,2.0562939643859863,-5.036909103393555,8.943619728088379,39.10963821411133,260.14398193359375,h
36.13640213012695,6.4049482345581055,2.538146734237671,0.4553343951702118,0.26077839732170105,14.551697731018066,13.962813377380371,-6.423521995544434,69.70764923095703,169.4525909423828,h
107.19515228271484,44.43931579589844,3.2636845111846924,0.25243112444877625,0.1277596652507782,58.25580978393555,-84.60021209716797,27.83964729309082,63.988895416259766,226.6151123046875,h
138.1566925048828,27.9277400970459,2.805128574371338,0.2837095856666565,0.15074583888053894,114.9171142578125,-80.44745635986328,12.78293228149414,38.989192962646484,122.44527435302734,h
99.26182556152344,22.309673309326172,2.9894278049468994,0.1523662805557251,0.07882709801197052,108.00423431396484,96.61038970947266,-12.275757789611816,7.448342323303223,255.05101013183594,h
79.0732650756836,47.62029266357422,3.2639694213867188,0.2084638476371765,0.10704997181892395,58.160972595214844,56.69662857055664,24.020029067993164,22.71929168701172,280.54010009765625,h
80.9178237915039,15.954651832580566,2.9543802738189697,0.43373027443885803,0.23368953168392181,60.278160095214844,62.363243103027344,13.122888565063477,13.208076477050781,335.6235656738281,h
94.97509002685547,14.010557174682617,2.9011647701263428,0.21980994939804077,0.12025029212236404,140.00668334960938,-48.11337661743164,-12.466560363769531,88.15576934814453,130.80816650390625,h
11.754672050476074,11.137483596801758,2.156236171722412,0.7158124446868896,0.3709014654159546,14.923432350158691,-9.249471664428711,6.608823776245117,77.88648986816406,48.526126861572266,h
85.41961669921875,47.8090705871582,3.41278076171875,0.2324957698583603,0.14311398565769196,-11.87355899810791,42.68830871582031,15.111649513244629,4.096230983734131,344.6568298339844,h
95.67493438720703,32.54071807861328,3.2612597942352295,0.28008323907852173,0.1536259651184082,-139.6796875,-53.189231872558594,29.50856590270996,48.839378356933594,328.2648010253906,h
25.47074317932129,19.260818481445312,2.7200675010681152,0.383386492729187,0.24289076030254364,14.799283027648926,20.871883392333984,9.74791431427002,26.654430389404297,175.23098754882812,h
25.755340576171875,0.13719652593135834,2.2129552364349365,0.6898688077926636,0.3967629671096802,0.2498115748167038,9.105376243591309,-2.5931472778320312,85.38299560546875,152.71292114257812,h
8.715457916259766,2.2304999828338623,2.4786460399627686,0.629776656627655,0.40241387486457825,-3.493462562561035,7.716177940368652,8.504273414611816,39.62421417236328,238.30894470214844,h
176.70779418945312,40.64328384399414,3.0581698417663574,0.29636114835739136,0.18275095522403717,-211.2771453857422,96.62754821777344,-26.36886978149414,40.402957916259766,249.2892608642578,h
85.02439880371094,41.78923416137695,3.222348690032959,0.1548449695110321,0.0859423577785492,-75.92459869384766,53.892940521240234,-37.040428161621094,9.09813117980957,244.58798217773438,h
19.116178512573242,10.044918060302734,2.407865285873413,0.6824913620948792,0.3634244203567505,8.851045608520508,10.698358535766602,6.134575366973877,12.032371520996094,226.6049346923828,h
30.140316009521484,15.62718677520752,2.7636961936950684,0.44849932193756104,0.3011985123157501,24.26614761352539,28.13043975830078,7.826910018920898,16.249547958374023,226.05613708496094,h
35.7404899597168,11.19929313659668,2.602102279663086,0.4431596100330353,0.27978554368019104,-1.5422002077102661,27.16755485534668,2.336493730545044,8.85731315612793,245.29408264160156,h
19.46625518798828,7.282284736633301,2.6359736919403076,0.5733420848846436,0.29289504885673523,-14.890871047973633,-5.335611343383789,4.4847588539123535,31.125158309936523,200.36703491210938,h
16.901166915893555,11.20643424987793,2.281507730484009,0.6110497117042542,0.3082689642906189,-10.06739616394043,-6.993607044219971,-4.036493301391602,26.741500854492188,197.1079559326172,h
