age,fnlwgt,education_num,capital-gain,capital-loss,hours-per-week,workclass,education,marital-status,occupation,relationship,race,sex,native-country,salary
35.8380012512207,131196.484375,10.0,0.0,0.0,40.83800506591797,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
60.71092224121094,243410.890625,9.0,0.0,0.0,44.277305603027344,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
50.49043273925781,81523.2421875,11.101913452148438,0.0,2425.0439453125,38.89808654785156,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,United-States,1
37.85214614868164,240148.6875,13.0,7687.99853515625,0.0,44.630367279052734,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
38.41061019897461,177918.609375,10.0,0.0,0.0,40.0,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
33.70769119262695,251702.953125,13.0,0.0,0.0,40.0,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,United-States,1
28.615869522094727,53921.54296875,14.999999046325684,0.0,0.0,60.9603271484375,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,United-States,1
50.794410705566406,113562.796875,14.0,0.0,0.0,40.0,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
57.80044937133789,154560.40625,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,United-States,1
31.780344009399414,166902.953125,13.0,0.0,2315.46044921875,45.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,1
53.28463363647461,170888.265625,5.119227886199951,0.0,0.0,45.0,Private,9th,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
55.33928298950195,207863.3125,13.0,14084.001953125,0.0,45.0,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,United-States,1
38.0,240842.03125,13.0,7687.99853515625,0.0,41.86442947387695,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
51.6316032409668,156913.5,9.0,0.0,0.0,40.0,Private,HS-grad,Divorced,Prof-specialty,Unmarried,White,Female,United-States,1
32.16789245605469,269383.3125,13.0,869.3429565429688,0.0,40.0,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,United-States,1
27.063547134399414,184215.640625,13.0,0.0,0.0,41.32943344116211,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,United-States,1
43.999996185302734,211347.359375,13.0,0.0,0.0,40.86038589477539,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,United-States,1
37.80516052246094,186002.71875,14.0,0.0,0.0,47.01290512084961,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,United-States,1
48.29210662841797,173259.65625,9.0,0.0,0.0,40.0,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,United-States,1
62.840885162353516,181912.875,9.0,0.0,0.0,66.44889068603516,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,United-States,1
50.093570709228516,151545.734375,12.0,2812.646484375,0.0,40.0,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,United-States,1
41.0,219531.953125,9.0,6922.498046875,0.0,40.0,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,United-States,1
