fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
6.5,0.3499999940395355,0.40373900532722473,10.757579803466797,0.06847327947616577,56.803672790527344,181.1437530517578,0.9962000250816345,3.3125243186950684,0.7426934242248535,10.399999618530273,m34
7.861355304718018,0.25460001826286316,0.472872257232666,2.34696888923645,0.04699999839067459,38.18645095825195,160.6741180419922,0.9939737915992737,3.130000114440918,0.6100000143051147,10.25742244720459,m34
6.599999904632568,0.33000001311302185,0.10860764980316162,1.481786847114563,0.05299999937415123,238.0493621826172,193.7978973388672,0.9927027821540833,3.402043342590332,0.550000011920929,10.353964805603027,m34
6.400000095367432,0.674363374710083,0.0,1.7999999523162842,0.09485971182584763,2.5390591621398926,13.367069244384766,0.9940230846405029,3.4000000953674316,0.557295024394989,11.6281156539917,m34
6.194427967071533,0.7658208012580872,0.0,1.1897350549697876,0.012325216084718704,12.749276161193848,41.09762191772461,0.9898561835289001,3.1700000762939453,0.3700000047683716,12.445317268371582,m34
6.5,0.33000001311302185,0.27000001072883606,2.5,0.02800000086426735,30.0,77.21781921386719,0.9898813366889954,2.9918808937072754,0.4699999988079071,12.315650939941406,m34
6.400000095367432,0.3199999928474426,0.18803562223911285,1.2000000476837158,0.04696730896830559,216.31724548339844,190.7759552001953,0.9917883276939392,3.25,0.46000000834465027,10.5,m34
8.300000190734863,0.4565742015838623,0.7107336521148682,8.069549560546875,0.03999999910593033,51.0,146.6050262451172,0.996887743473053,3.0299999713897705,0.4099999964237213,8.800000190734863,m34
7.400000095367432,0.8317915797233582,0.0,1.899999976158142,0.08744319528341293,14.0,29.446958541870117,0.996597409248352,3.468566656112671,0.6494283676147461,9.600000381469727,m34
7.300000190734863,0.6652079820632935,0.08908575773239136,1.7539583444595337,0.08708609640598297,17.0,80.7325439453125,0.9944000840187073,3.309999942779541,0.5315985083580017,10.5,m34
8.22097396850586,0.23999999463558197,0.49000000953674316,2.0,0.04899999871850014,12.0,128.0,0.9954423904418945,3.4000000953674316,0.5299999713897705,10.058835983276367,m34
6.099999904632568,0.5944423079490662,0.1899999976158142,1.5,0.04500000178813934,16.0,67.05119323730469,0.992599368095398,3.140373706817627,0.38999998569488525,9.265769958496094,m34
9.930122375488281,0.44604477286338806,0.3956356346607208,7.842082500457764,0.04800000041723251,21.0,157.09585571289062,0.9966626167297363,3.119999885559082,0.5199999809265137,10.229517936706543,m34
6.400000095367432,0.18457597494125366,0.3100000023841858,7.346220970153809,0.0430000014603138,37.0,109.90345001220703,0.991112232208252,2.99765944480896,0.3799999952316284,12.264775276184082,m34
8.738544464111328,0.6053688526153564,0.49000000953674316,12.867585182189941,0.07800000160932541,62.86125183105469,202.99502563476562,0.9990131258964539,3.0399999618530273,0.49000000953674316,8.828084945678711,m34
6.699999809265137,0.4300000071525574,0.49000000953674316,9.740135192871094,0.05299999937415123,38.37660217285156,196.52183532714844,0.9958963394165039,3.119999885559082,0.5450095534324646,9.0,m34
6.199999809265137,0.6211628317832947,0.07762803137302399,7.833871364593506,0.05299999937415123,29.003995895385742,195.3724365234375,0.9964061975479126,3.4675137996673584,0.5299999713897705,9.800000190734863,m34
8.466938972473145,0.7861685156822205,0.0,1.0,0.08176833391189575,7.0,14.320718765258789,0.9942045211791992,3.0399999618530273,0.4699999988079071,10.0,m34
